"TrialID","Date","Scientific title","Intervention","Country","Size","Drugs","isRandomized","isCombination","isDrugTrial"
"ChiCTR2000029493","2020-02-02","Traditional Chinese Medicine for Pulmonary Fibrosis, Pulmonary Function and Quality of Life in Patients With Novel Coronavirus Pneumonia (COVID-19) in Convalescent Period: a Randomized Controlled Trial","experimental group 	:TCM decoctions+basic western medical therapies ;control group :basic western medical therapies ;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000029487","2020-02-02","Clinical Study for Gu-Biao Jie-Du-Ling in Preventing of Novel Coronavirus Pneumonia (COVID-19) in Children","Experimental group:Isolation and oral  Gubiao Jiedu Ling Chinese medicine;Control group:Isolated observation;","China",200,"gu-biao jie-du-ling, gubiao jiedu ling",FALSE,TRUE,TRUE
"ChiCTR2000029468","2020-02-02","The early use of lopinavir/litonavir (LPV/r) and emtritabine (FTC)/ Tenofovir alafenamide Fumarate tablets (TAF) regimen in the treatment of the novel coronavirus pneumonia (COVID-19): a real-world study","experimental group:Lopinavir/litonavir (LPV/r)+ emtritabine (FTC)/ Tenofovir alafenamide Fumarate tablets (TAF) in combination;Historical Control:LPV/r;","China",120,"fumarate, lopinavir, tenofovir",TRUE,TRUE,TRUE
"ChiCTR2000029462","2020-02-02","Study for clinical characteristics and distribution of TCM syndrome of novel coronavirus pneumonia (COVID-19)","Case series:NA;","China",200,NA,FALSE,FALSE,FALSE
"ChiCTR2000029461","2020-02-02","A Randomized Controlled Trial for Integrated Traditional Chinese Medicine and Western Medicine in the Treatment of Common Type Novel Coronavirus Pneumonia (COVID-19)","experimental group:TCM decoctions+basic conventional therapy;Control group:basic conventional therapies;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000029460","2020-02-02","The effect of shadowboxing for pulmonary function and quality of life in patients with novel coronavirus pneumonia (COVID-19) in rehabilitation period","experimental group:shadowboxing +conventional treatment;Control group:conventional treatments;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000029459","2020-02-02","Pulmonary rehabilitation to improve pulmonary function and quality of life in patients with novel coronavirus pneumonia (COVID-19) in rehabilitation period","experimental group:Pulmonary rehabilitation+Conventional treatment;control group:Conventional treatment;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000029439","2020-02-01","Combination of traditional chinese medicne and western medicine in the treatment of common type novel coronavirus pneumonia (COVID-19)","control group:basic western medical therapies;experimental group:TCM standard decoctions+basic western medical therapies;","China",120,NA,FALSE,FALSE,FALSE
"ChiCTR2000029438","2020-02-01","A randomized controlled trial of integrated TCM and Western Medicine in the treatment of severe novel coronavirus pneumonia (COVID-19)","control group:western medical therapies;Experimental group:Conventional medicine + TCM;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000029437","2020-02-01","A single arm study for combination of traditional Chinese and Western Medicine in the treatment of novel coronavirus pneumonia (COVID-19)","Case series:according to guidelines;","China",300,NA,FALSE,FALSE,FALSE
"ChiCTR2000029436","2020-02-01","The evaluation of integrated traditional Chinese and western medicine in the treatment of novel coronavirus pneumonia (COVID-19)","Group 1:TCM syndrome differentiation treatment+ Western medicine treatment;Group 2:Western medicine treatment;","China",100,NA,TRUE,FALSE,FALSE
"ChiCTR2000029435","2020-02-01","Randomized controlled trial for traditional Chinese medicine in the prevention of novel coronavirus pneumonia (COVID-19) in high risk population","Community exposure TCM intervention group:TCM intervention;Community exposure control group:Placebo;Hospital exposure TCM intervention group:TCM intervention;Hospital exposure control group:Placebo;Community suspected TCM intervention group:TCM intervention;Community suspected control group:Placebo;Hospital suspected TCM intervention group:TCM intervention;Hospital suspected control group:Placebo;","China",120,NA,FALSE,FALSE,FALSE
"ChiCTR2000029432","2020-02-01","A Real World Study For the Efficacy and Safety of Large Dose Tanreqing Injection in the Treatment of Patients with Novel Coronavirus Pneumonia (COVID-19)","Case series:Add 500ml of 5% glucose injection or 0.9% sodium chloride injection into Tanreqing injection, intravenous drip, control the number of drops no more than 60 drops per minute, 1-2 times a day; the dosage is determined by the doctor,but no more than 80ml / day, 40ml / day is recommended.;","China",72,"sodium chloride",FALSE,FALSE,TRUE
"ChiCTR2000029431","2020-02-01","Clinical study of type I macrophages therapy in the treatment of novel coronavirus pneumonia (COVID-19)","A:Critical Treatment in Critical Period + Ankylosaurus;B:Critical Treatment in Critical Period + Ankylosaurus+M1 suppression therapy;C:Critical Treatment in Critical Period;","China",45,NA,FALSE,FALSE,FALSE
"ChiCTR2000029430","2020-02-01","An epidemiology study for TCM syndrome  of novel coronavirus pneumonia (COVID-19)","Case series:Nil;","China",600,NA,FALSE,FALSE,FALSE
"ChiCTR2000029418","2020-01-30","Chinese Herbal medicine for Severe nevel coronavirus pneumonia (COVID-19): a Randomized Controlled Trial","Experimental Group:Combined Treatment of Chinese medicine and western medicine;Control Group:Western medicine treatment;","China",42,NA,FALSE,FALSE,FALSE
"ChiCTR2000029400","2020-01-29","Study for Traditional Chinese Medicine in the Prevention and Treatment of Novel Coronavirus Pneumonia (COVID-19)","Group A:traditional Chinese medicine treatment;Group B:Lopinavir / Ritonavir;Group C:traditional Chinese medicine treatment and Lopinavir / Ritonavir;","China",60,"lopinavir, ritonavir",TRUE,TRUE,TRUE
"ChiCTR2000029381","2020-01-27","A prospective comparative study for Xue-Bi-Jing injection in the treatment of novel coronavirus pneumonia (COVID-19)","Group 1:Xuebijing Injiection;Group 2:Conventional treatment;","China",400,NA,TRUE,FALSE,FALSE
"NCT04268537","2020-02-08","Immunoregulatory Therapy for 2019-nCoV-induced Severe Pneumonia Patients","Drug: PD-1 blocking antibody+standard treatment;Drug: Thymosin+standard treatment;Other: standard treatment",NA,120,"pd-1 blocking antibody, thymosin",TRUE,TRUE,TRUE
"ChiCTR2000030188","2020-02-24","Clinical Study on Syndrome Differentiation of TCM in Treating Severe and Critical novel coronavirus pneumonia (COVID-19)","Experimental group:Syndrome differential treatment of Chinese Medicine + Western medicine basic treatment;Control group:Western medicine basic treatment;","China",120,NA,FALSE,FALSE,FALSE
"ChiCTR2000030185","2020-02-24","The Value of Critical Care Ultrasound in Rapid Screening, Diagnosis, Evaluation of Effectiveness and Intensive Prevention of Novel Coronavirus Pneumonia (COVID-19)","Gold Standard:Clinical outcome and Viral nucleic acid detection;Index test:critical&#32;care&#32;ultrasound&#32;examination;","China",40,NA,FALSE,FALSE,FALSE
"ChiCTR2000030179","2020-02-24","Experimental study of novel coronavirus pneumonia rehabilitation plasma therapy severe novel coronavirus pneumonia (COVID-19)","Experimental group:Routine treatment + plasma treatment;Control group:Routine treatment;","China",100,"convalescent plasma",FALSE,FALSE,TRUE
"ChiCTR2000030173","2020-02-24","Key techniques of umbilical cord mesenchymal stem cells for the treatment of novel coronavirus pneumonia (COVID-19) and clinical application demonstration","Experimental group:umbilical cord mesenchymal stem cells;control group:convention treatment;","China",60,"mesenchymal stem cells",FALSE,TRUE,TRUE
"ChiCTR2000030170","2020-02-24","Study for safety and efficacy of Jakotinib hydrochloride tablets in the treatment severe and acute exacerbation patients of novel coronavirus pneumonia (COVID-19)","severe NCP group:Routine standard therapy + Jacketinib hydrochloride tablets (oral, the first 3 subjects were given a dose of 50mg Bid for 7 consecutive days; the current 3 subjects had no grade =3 drug-related adverse effects within D8 days). In the event, subsequent subjects were given 100 mg Bid for 7 consecutive;Acute exacerbation NCP group:Routine standard therapy + Jacketinib hydrochloride tablets (oral, the first 3 subjects were given a dose of 50mg Bid for 7 consecutive days; the current 3 subjects had no grade =3 drug-related adverse effects within D8 days). In the event, subsequent subjects were given 100 mg Bid for 7 consecutive;","China",16,"jacketinib hydrochloride",FALSE,FALSE,TRUE
"ChiCTR2000030167","2020-02-24","Clinical Trial for Recombinant Human Interleukin-2 in the Treatment of Novel Coronavirus Pneumonia (COVID-19)","Experimental Group:Conventional Treatment & Low Dose  Recombinant Human Interleukin-2, i.m.(1 million IU per time, once another day, 3 times per week, 2 weeks);Control Group:Conventional Treatment+Placebo  i.m.(once another day, 3 times per week, 2 weeks);","China",80,NA,FALSE,FALSE,FALSE
"ChiCTR2000030166","2020-02-24","Randomized, parallel control, open trial for Qing-Wen Bai-Du-Yin combined with antiviral therapy in the treatment of novel coronavirus pneumonia (COVID-19)","Control group:Routine treatment (Pure western medicine): Lopinavir-ritonavir tablet combined with recombinant human interferon alpha 2b injection;Investigation group:(Integrated Chinese and western medicine): Lopinavir-ritonavir tablet combined with recombinant human interferon alpha 2b injection(routine treatment)+Qing-Wen Bai-Du-Yin formula granules;","China",20,"lopinavir, qing-wen bai-du-yin, ritonavir",FALSE,TRUE,TRUE
"ChiCTR2000030165","2020-02-24","Clinical study for ozonated autohemotherapy in the treatment of Novel Coronavirus Pneumonia (COVID-19)","control group:conventional treatment;mild ill patients:conventional treatment and ozonated autohemotherapy;severe/critical ill patients:conventional treatment and ozonated autohemotherapy;","China",60,NA,FALSE,FALSE,FALSE
"ChiCTR2000030164","2020-02-24","A cross-sectional study of novel coronavirus pneumonia (COVID-19) patients in ICU","Case series:N/A;","China",10,NA,FALSE,FALSE,FALSE
"ChiCTR2000030138","2020-02-24","Clinical Trial for Human Mesenchymal Stem Cells in the Treatment of Severe Novel Coronavirus Pneumonia (COVID-19)","Experimental group:Intravenous injection of human umbilical cord mesenchymal stem cells (UC-MSC);Control group:Routine treatment + placebo;","China",60,"mesenchymal stem cells",FALSE,TRUE,TRUE
"ChiCTR2000030137","2020-02-24","The Effect of Humanistic Care in Healthcare Workers Participated in the Treatment of Novel Coronavirus Pneumonia (COVID-19)","Case series:Humanistic care;","China",130,NA,FALSE,FALSE,FALSE
"ChiCTR2000030136","2020-02-24","The Therapeutic Efficacy of Psychological and Physical Rehabilitation Based Humanistic Care in Patients With  Novel Coronavirus Pneumonia (COVID-19)","Humanistic care:Humanistic care+routine regimen;Control group:routine regimen;","China",130,NA,TRUE,FALSE,FALSE
"ChiCTR2000030118","2020-02-23","A clinical study for ''Huo-Shen'' particles in the treatment of novel coronavirus pneumonia (COVID-19)","Experimental group:Traditional Chinese medicine soup;Control group:Western antiviral;","China",120,"huo-shen",FALSE,FALSE,TRUE
"ChiCTR2000030117","2020-02-23","A multicenter, randomized, open, parallel controlled trial for the evaluation of the effectiveness and safety of Xiyanping injection in the treatment of common type novel coronavirus pneumonia (COVID-19)","Combination therapy group:Xiyanping injection+ conventional treatment;Conventional treatment group:Lopinavir / Ritonavir tablets, alpha-interferon;","China",348,"alpha-interferon, lopinavir, ritonavir, xiyanping",FALSE,TRUE,TRUE
"ChiCTR2000030116","2020-02-23","Safety and effectiveness of human umbilical cord mesenchymal stem cells in the treatment of acute respiratory distress syndrome of severe novel coronavirus pneumonia (COVID-19)","Two groups:Different stem cell doses;","China",16,"mesenchymal stem cells",FALSE,TRUE,TRUE
"ChiCTR2000030115","2020-02-23","A clinical research for the changes of Blood cortisol ACTH level and adrenal morphology in blood cortisol to guide the application of individualized hormone in severe novel coronavirus pneumonia (COVID-19) patients","Case series:Basic symptomatic therapy combined with glucocorticoid therapy;","China",50,NA,FALSE,FALSE,FALSE
"ChiCTR2000030113","2020-02-23","Clinical study for safety and efficacy of Favipiravir in the treatment of novel coronavirus pneumonia (COVID-19) with poorly responsive ritonavir/ritonavir","Control group:Keep ritonavir/ritonavir treatment;Experimental group:Favipiravir;",NA,30,"favipiravir, ritonavir",FALSE,TRUE,TRUE
"ChiCTR2000030102","2020-02-23","A multicenter randomized controlled trial for ozone autohemotherapy in the treatment of novel coronavirus pneumonia (COVID-19)","control group with common NCP:conventional treatment;experimental group with common NCP:conventional treatment combined with ozone therapy;experimental group with severe NCP:conventional treatment combined with ozone therapy;control group with severe NCP:conventional treatment;experimental group with critical NCP:conventional treatment combined with ozone therapy;control group with critical NCP:conventional treatment;","China",180,"ozone",FALSE,FALSE,TRUE
"ChiCTR2000030096","2020-02-23","Study for establishment of correlation between virological dynamics and clinical features in noveal coronavirus pneumonia (COVID-19)","Case series:Nil;","China",120,NA,FALSE,FALSE,FALSE
"ChiCTR2000030094","2020-02-23","Effects of novel coronavirus pneumonia (COVID-19) on menstruation, TCM body construction and psychological state for female at different ages","Adolescent group:NA;Childbearing group:NA;Climacterium group:NA;","China",200,NA,FALSE,FALSE,FALSE
